budget,revenue,popularity,runtime,vote_average,title,genres
120912701,184234033,60.42786459,84,7.873077524,Movie 279,[]
96415947,150092901,6.297931828,97,8.196139144,Movie 280,"[{'id': 12, 'name': 'Adventure'}]"
110169700,281430273,38.27649849,117,4.033012131,Movie 281,[]
33797855,17003420,23.97351823,116,8.103069912,Movie 282,[]
35795514,44820736,27.27164105,173,8.267083866,Movie 283,"[{'id': 10749, 'name': 'Romance'}]"
6184502,18263396,55.87940996,174,6.296571674,Movie 284,[]
114944584,193936382,20.75102618,143,6.937074217,Movie 285,"[{'id': 28, 'name': 'Action'}]"
125001512,182041664,30.100961,89,5.29342392,Movie 286,[]
158666402,126865292,24.47138614,158,4.690749885,Movie 287,"[{'id': 16, 'name': 'Animation'}]"
56223954,165040445,94.90179138,121,7.331898882,Movie 288,[]
166165871,91402177,94.52190748,127,8.171250894,Movie 289,"[{'id': 53, 'name': 'Thriller'}]"
147720975,346102941,61.3842143,123,6.924465318,Movie 290,"[{'id': 12, 'name': 'Adventure'}]"
95962818,232373916,92.5277244,161,6.069543664,Movie 291,"[{'id': 53, 'name': 'Thriller'}]"
189223891,209876125,78.7954519,166,3.953548601,Movie 292,[]
52910807,115287151,59.4048404,176,3.320752276,Movie 293,"[{'id': 12, 'name': 'Adventure'}]"
127736437,93544312,1.637085938,95,5.674150741,Movie 294,"[{'id': 53, 'name': 'Thriller'}]"
129314487,147757081,77.47911232,133,3.296097382,Movie 295,"[{'id': 35, 'name': 'Comedy'}]"
55847136,137928741,70.54634582,114,6.416007791,Movie 296,"[{'id': 16, 'name': 'Animation'}]"
74150359,197367158,61.91011167,177,5.296375148,Movie 297,"[{'id': 28, 'name': 'Action'}]"
166048947,335620793,76.28200686,107,7.543134718,Movie 298,[]
93942922,166006169,51.77929431,81,4.833890981,Movie 299,"[{'id': 18, 'name': 'Drama'}]"
158319111,142211732,70.70424386,173,6.557896206,Movie 300,"[{'id': 53, 'name': 'Thriller'}]"
152786915,100499043,93.58203659,92,6.226101131,Movie 301,[]
102164453,81131098,38.20469657,120,3.028274553,Movie 302,"[{'id': 16, 'name': 'Animation'}]"
189928103,202917903,71.10406166,159,3.43433639,Movie 303,"[{'id': 18, 'name': 'Drama'}]"
189673875,256853754,48.09309398,138,4.742209275,Movie 304,"[{'id': 16, 'name': 'Animation'}]"
79110973,114890794,67.76556553,148,8.293410486,Movie 305,"[{'id': 10749, 'name': 'Romance'}]"
40501026,55316480,76.52644022,171,3.882089729,Movie 306,"[{'id': 12, 'name': 'Adventure'}]"
168381501,184821989,5.499797543,132,7.265365983,Movie 307,"[{'id': 16, 'name': 'Animation'}]"
12310552,21842743,65.01344395,124,8.840199397,Movie 308,[]
166363810,426426258,23.44737726,99,7.743405316,Movie 309,"[{'id': 878, 'name': 'Science Fiction'}]"
156322520,187471164,67.33322124,103,4.45767217,Movie 310,"[{'id': 28, 'name': 'Action'}]"
22739356,64942862,47.36468841,140,8.450191562,Movie 311,"[{'id': 27, 'name': 'Horror'}]"
146689489,393618016,77.58172144,170,3.558642939,Movie 312,"[{'id': 12, 'name': 'Adventure'}]"
154794431,139997713,13.21668071,173,5.808851651,Movie 313,"[{'id': 28, 'name': 'Action'}]"
19877237,49011102,63.00591281,137,8.325251446,Movie 314,"[{'id': 53, 'name': 'Thriller'}]"
47918818,92793279,28.56860216,106,6.847594256,Movie 315,"[{'id': 53, 'name': 'Thriller'}]"
116797711,223835619,85.44521754,105,5.481867388,Movie 316,"[{'id': 27, 'name': 'Horror'}]"
158922984,234825698,92.90996706,86,4.7568772,Movie 317,"[{'id': 35, 'name': 'Comedy'}]"
106996448,187552201,99.64343107,121,5.250596432,Movie 318,"[{'id': 35, 'name': 'Comedy'}]"
78633091,117395032,79.80473284,126,6.053650686,Movie 319,"[{'id': 27, 'name': 'Horror'}]"
56403796,104309319,75.61967297,132,4.914263579,Movie 320,"[{'id': 53, 'name': 'Thriller'}]"
106797503,221057495,22.33457513,138,8.813807172,Movie 321,"[{'id': 53, 'name': 'Thriller'}]"
158725830,346936493,34.26469884,117,8.598465918,Movie 322,"[{'id': 12, 'name': 'Adventure'}]"
144623362,264834731,47.10257163,148,8.224028809,Movie 323,"[{'id': 16, 'name': 'Animation'}]"
141071312,324965549,77.56472373,166,5.530979013,Movie 324,"[{'id': 53, 'name': 'Thriller'}]"
25947744,22138488,91.58162064,171,7.147810616,Movie 325,"[{'id': 35, 'name': 'Comedy'}]"
183708911,189212136,19.7247709,177,8.416975842,Movie 326,"[{'id': 10749, 'name': 'Romance'}]"
134894603,343554634,92.31438098,132,8.102576926,Movie 327,[]
38856186,50758610,69.86684058,94,5.485962084,Movie 328,"[{'id': 10749, 'name': 'Romance'}]"
49673237,27679644,61.46630234,175,3.674316296,Movie 329,"[{'id': 12, 'name': 'Adventure'}]"
66293686,58635298,20.78428586,105,3.453782183,Movie 330,[]
2983509,3159643,6.496978248,127,6.462384271,Movie 331,"[{'id': 35, 'name': 'Comedy'}]"
118556893,343021514,57.27802495,174,6.855767611,Movie 332,"[{'id': 27, 'name': 'Horror'}]"
153516645,296686816,65.50005265,98,8.099055628,Movie 333,"[{'id': 16, 'name': 'Animation'}]"
178780965,506276737,21.86736349,88,4.755090122,Movie 334,"[{'id': 53, 'name': 'Thriller'}]"
78729132,152569844,56.08916438,143,4.004822943,Movie 335,"[{'id': 28, 'name': 'Action'}]"
74214389,126044686,85.79284687,172,5.274034999,Movie 336,"[{'id': 27, 'name': 'Horror'}]"
134568263,172828607,83.6715286,133,5.121450742,Movie 337,"[{'id': 35, 'name': 'Comedy'}]"
27365210,55166275,92.80816288,130,3.794813724,Movie 338,"[{'id': 10749, 'name': 'Romance'}]"
193463073,164055730,37.22269515,118,7.033695915,Movie 339,"[{'id': 16, 'name': 'Animation'}]"
162398036,445888828,32.48690768,83,6.052151644,Movie 340,"[{'id': 12, 'name': 'Adventure'}]"
12326237,31719487,75.19317459,82,7.326736537,Movie 341,"[{'id': 878, 'name': 'Science Fiction'}]"
87343264,113007214,43.6801281,143,5.116146721,Movie 342,"[{'id': 878, 'name': 'Science Fiction'}]"
62864219,181174290,9.667317739,108,4.954213269,Movie 343,"[{'id': 10749, 'name': 'Romance'}]"
189652398,486079459,28.99731194,90,5.835455118,Movie 344,"[{'id': 27, 'name': 'Horror'}]"
34255876,74190253,42.43964627,176,8.264444072,Movie 345,"[{'id': 18, 'name': 'Drama'}]"
184331835,148277408,29.95912612,137,3.24168784,Movie 346,"[{'id': 16, 'name': 'Animation'}]"
151118204,256233768,33.88835152,154,7.828996904,Movie 347,"[{'id': 878, 'name': 'Science Fiction'}]"
133166290,235074308,30.08381471,106,5.213925676,Movie 348,"[{'id': 16, 'name': 'Animation'}]"
41820227,45223489,5.108417551,176,8.127714155,Movie 349,"[{'id': 53, 'name': 'Thriller'}]"
105436258,73796258,64.07237538,100,7.813218053,Movie 350,"[{'id': 12, 'name': 'Adventure'}]"
80688895,197026876,60.13194961,118,5.092567484,Movie 351,"[{'id': 878, 'name': 'Science Fiction'}]"
88927856,71594716,65.68496635,174,7.163259212,Movie 352,"[{'id': 27, 'name': 'Horror'}]"
188276799,373866299,20.03867971,125,3.957796541,Movie 353,"[{'id': 878, 'name': 'Science Fiction'}]"
13707035,38943371,30.26979962,145,8.377689313,Movie 354,"[{'id': 53, 'name': 'Thriller'}]"
140348125,377573365,62.34197677,170,5.426946387,Movie 355,[]
71560220,85470207,60.36312928,115,5.733753692,Movie 356,"[{'id': 35, 'name': 'Comedy'}]"
127960685,336360219,51.12670063,154,7.234554306,Movie 357,"[{'id': 18, 'name': 'Drama'}]"
172216244,86251279,35.69091175,161,7.92504142,Movie 358,"[{'id': 18, 'name': 'Drama'}]"
37481541,20398186,91.38016947,144,4.41805646,Movie 359,"[{'id': 878, 'name': 'Science Fiction'}]"
67385640,135201396,34.63725399,142,6.968100839,Movie 360,"[{'id': 18, 'name': 'Drama'}]"
67880548,95847031,46.10629649,178,5.351988263,Movie 361,"[{'id': 27, 'name': 'Horror'}]"
79384476,116389716,68.13326926,114,5.212217544,Movie 362,"[{'id': 10749, 'name': 'Romance'}]"
126218996,241217467,54.75912166,110,7.140154944,Movie 363,"[{'id': 18, 'name': 'Drama'}]"
43058334,42173749,35.34171166,107,5.323099645,Movie 364,"[{'id': 28, 'name': 'Action'}]"
113184418,116510724,44.12883426,80,5.076651001,Movie 365,"[{'id': 12, 'name': 'Adventure'}]"
184960251,316560203,79.65360097,104,8.015330449,Movie 366,"[{'id': 35, 'name': 'Comedy'}]"
174986784,417454397,28.53478639,122,3.607656743,Movie 367,"[{'id': 53, 'name': 'Thriller'}]"
56174259,115086697,15.08326874,163,7.055355737,Movie 368,"[{'id': 878, 'name': 'Science Fiction'}]"
191906558,238614238,32.00315698,146,4.492352363,Movie 369,"[{'id': 28, 'name': 'Action'}]"
44369428,69919250,85.10388733,142,3.092989451,Movie 370,"[{'id': 27, 'name': 'Horror'}]"
15650271,14502509,9.809981771,130,4.000585613,Movie 371,"[{'id': 10749, 'name': 'Romance'}]"
166943254,114618987,99.17791126,81,6.639969179,Movie 372,"[{'id': 18, 'name': 'Drama'}]"
80348896,197396354,54.55928699,161,7.254763149,Movie 373,"[{'id': 28, 'name': 'Action'}]"
19992383,23260508,98.49972865,143,3.126346701,Movie 374,"[{'id': 878, 'name': 'Science Fiction'}]"
192094911,181417501,93.96064579,153,3.21855266,Movie 375,"[{'id': 28, 'name': 'Action'}]"
85574185,190748721,45.82855771,148,8.415252689,Movie 376,"[{'id': 12, 'name': 'Adventure'}]"
137206901,280605837,20.65061639,88,3.439834909,Movie 377,"[{'id': 10749, 'name': 'Romance'}]"
37635193,78393130,17.32359288,81,8.365092952,Movie 378,"[{'id': 16, 'name': 'Animation'}]"
33474983,35893099,24.75894702,113,4.368995483,Movie 379,"[{'id': 53, 'name': 'Thriller'}]"
34999533,37855979,71.30313142,139,7.440106801,Movie 380,"[{'id': 53, 'name': 'Thriller'}]"
149934423,157731998,28.02204948,140,4.858399494,Movie 381,"[{'id': 27, 'name': 'Horror'}]"
92992689,86890647,34.80110169,110,8.152512154,Movie 382,"[{'id': 12, 'name': 'Adventure'}]"
199184878,426118038,45.4291016,89,7.202729193,Movie 383,"[{'id': 28, 'name': 'Action'}]"
199198934,521909117,91.41003536,155,5.410880752,Movie 384,"[{'id': 27, 'name': 'Horror'}]"
65785345,152016359,19.74994837,115,3.457814725,Movie 385,"[{'id': 27, 'name': 'Horror'}]"
18882750,46833640,1.497628708,164,7.396201103,Movie 386,"[{'id': 878, 'name': 'Science Fiction'}]"
79725274,120544301,6.949544627,128,6.701308536,Movie 387,"[{'id': 10749, 'name': 'Romance'}]"
195521577,417475615,90.57186783,149,3.017470307,Movie 388,[]
11192257,15507886,65.10413002,128,3.056519136,Movie 389,"[{'id': 28, 'name': 'Action'}]"
44167705,80109685,28.03102131,82,7.852757839,Movie 390,"[{'id': 53, 'name': 'Thriller'}]"
156348071,266430733,18.5420576,153,4.556398433,Movie 391,"[{'id': 12, 'name': 'Adventure'}]"
41869792,39450465,30.13240693,84,6.816802006,Movie 392,"[{'id': 12, 'name': 'Adventure'}]"
50913224,74725181,12.3648958,169,5.725286519,Movie 393,"[{'id': 16, 'name': 'Animation'}]"
65356138,190157323,94.21175812,140,8.180580087,Movie 394,"[{'id': 16, 'name': 'Animation'}]"
92959541,104249537,78.63641126,164,8.501766679,Movie 395,"[{'id': 35, 'name': 'Comedy'}]"
188225564,157075991,46.77672651,169,8.980846276,Movie 396,"[{'id': 27, 'name': 'Horror'}]"
193332313,298979055,86.63129791,105,3.922104815,Movie 397,"[{'id': 16, 'name': 'Animation'}]"
27658609,68478410,25.69636223,151,8.177784279,Movie 398,"[{'id': 878, 'name': 'Science Fiction'}]"
165241932,323109211,71.99493628,84,4.59612826,Movie 399,"[{'id': 53, 'name': 'Thriller'}]"
83008891,182821858,85.7571174,94,6.544895249,Movie 400,"[{'id': 18, 'name': 'Drama'}]"
49715257,48434448,36.32010245,95,6.034637003,Movie 401,"[{'id': 10749, 'name': 'Romance'}]"
23268806,47639866,75.9889801,80,3.107928789,Movie 402,"[{'id': 53, 'name': 'Thriller'}]"
7512440,9831913,30.21216258,95,8.596627679,Movie 403,"[{'id': 27, 'name': 'Horror'}]"
13431395,34730342,30.58685639,116,3.469962331,Movie 404,"[{'id': 16, 'name': 'Animation'}]"
30093907,62392102,11.59866068,82,7.129313516,Movie 405,"[{'id': 10749, 'name': 'Romance'}]"
108219264,107909832,44.5657466,131,7.710041017,Movie 406,"[{'id': 18, 'name': 'Drama'}]"
37253447,24644708,73.24147874,126,7.771727094,Movie 407,"[{'id': 28, 'name': 'Action'}]"
63134783,38296487,94.08185975,174,3.812967114,Movie 408,"[{'id': 53, 'name': 'Thriller'}]"
94560813,135082146,60.7759022,92,5.685419703,Movie 409,"[{'id': 16, 'name': 'Animation'}]"
197678031,230221338,86.45041824,159,7.976573223,Movie 410,"[{'id': 18, 'name': 'Drama'}]"
65447435,138436070,82.42697028,134,4.816075262,Movie 411,"[{'id': 12, 'name': 'Adventure'}]"
50895282,88981981,18.16096224,100,5.806492052,Movie 412,"[{'id': 10749, 'name': 'Romance'}]"
110500886,128738857,49.09592546,145,4.636763356,Movie 413,"[{'id': 53, 'name': 'Thriller'}]"
119613134,104433562,12.57543002,133,5.781308507,Movie 414,"[{'id': 16, 'name': 'Animation'}]"
3503771,2866082,68.53316299,106,8.327027536,Movie 415,"[{'id': 28, 'name': 'Action'}]"
71286689,189740285,95.04006716,117,5.730745386,Movie 416,"[{'id': 53, 'name': 'Thriller'}]"
136213889,151019646,14.57185635,169,6.335472102,Movie 417,"[{'id': 10749, 'name': 'Romance'}]"
5183839,11037827,73.65442995,137,5.4238577,Movie 418,"[{'id': 27, 'name': 'Horror'}]"
68775190,173775291,63.59157694,141,5.760703099,Movie 419,"[{'id': 10749, 'name': 'Romance'}]"
155370901,316211367,58.77689866,125,3.091045194,Movie 420,"[{'id': 12, 'name': 'Adventure'}]"
68227698,180729241,39.62190323,168,4.70247306,Movie 421,"[{'id': 28, 'name': 'Action'}]"
121680088,180206300,36.15803313,90,5.61949033,Movie 422,[]
130027769,375852479,5.479669713,151,6.802781856,Movie 423,"[{'id': 35, 'name': 'Comedy'}]"
184157310,153377719,22.57296212,87,5.700311583,Movie 424,"[{'id': 18, 'name': 'Drama'}]"
191442685,144610793,2.502511346,176,5.02690226,Movie 425,"[{'id': 27, 'name': 'Horror'}]"
157943484,339062073,58.56029345,150,5.328592412,Movie 426,[]
114531029,327224066,11.47947035,143,4.453759975,Movie 427,"[{'id': 878, 'name': 'Science Fiction'}]"
122690425,309450851,87.42892001,100,8.546965697,Movie 428,"[{'id': 10749, 'name': 'Romance'}]"
131997589,91215897,52.79115905,151,6.130459355,Movie 429,"[{'id': 28, 'name': 'Action'}]"
2079600,2492232,70.269301,142,3.080456723,Movie 430,"[{'id': 28, 'name': 'Action'}]"
161409267,456109856,41.67485209,164,3.116677551,Movie 431,"[{'id': 878, 'name': 'Science Fiction'}]"
167793897,190051100,56.49740109,143,8.83776981,Movie 432,"[{'id': 35, 'name': 'Comedy'}]"
44381573,108864716,94.32325852,99,4.328705348,Movie 433,"[{'id': 878, 'name': 'Science Fiction'}]"
160267818,410739250,9.190669923,87,7.833649733,Movie 434,"[{'id': 27, 'name': 'Horror'}]"
9849851,17125248,26.13983942,137,3.349651809,Movie 435,"[{'id': 35, 'name': 'Comedy'}]"
61779108,90560281,78.21884436,125,8.52697642,Movie 436,"[{'id': 53, 'name': 'Thriller'}]"
96534048,156897857,10.77498348,110,8.246502022,Movie 437,"[{'id': 28, 'name': 'Action'}]"
67009351,71526567,8.490449287,172,6.426558975,Movie 438,"[{'id': 12, 'name': 'Adventure'}]"
86871668,236593014,36.79259848,88,3.053991944,Movie 439,"[{'id': 28, 'name': 'Action'}]"
93526139,152124861,10.12462789,94,4.546865244,Movie 440,"[{'id': 878, 'name': 'Science Fiction'}]"
122637867,331876292,58.92276578,173,5.440935884,Movie 441,"[{'id': 16, 'name': 'Animation'}]"
120193195,91855690,23.40124983,105,5.7603847,Movie 442,"[{'id': 18, 'name': 'Drama'}]"
85890726,255154564,89.67409836,89,4.786072551,Movie 443,"[{'id': 35, 'name': 'Comedy'}]"
99129091,159417691,78.566508,108,3.197687209,Movie 444,"[{'id': 878, 'name': 'Science Fiction'}]"
127800645,79182346,70.2708154,159,6.540764436,Movie 445,"[{'id': 878, 'name': 'Science Fiction'}]"
30549535,18178641,62.07745871,115,6.144928006,Movie 446,"[{'id': 18, 'name': 'Drama'}]"
135667123,320923040,86.4831073,163,4.698003813,Movie 447,"[{'id': 27, 'name': 'Horror'}]"
157138845,337469629,23.08314409,116,3.227855805,Movie 448,"[{'id': 18, 'name': 'Drama'}]"
175526510,439751198,87.43777543,165,8.967565123,Movie 449,[]
52592034,40149749,79.15973754,150,5.891917121,Movie 450,"[{'id': 28, 'name': 'Action'}]"
54386038,32029415,75.06792181,102,7.536025451,Movie 451,"[{'id': 10749, 'name': 'Romance'}]"
58351079,103365915,56.56431213,120,5.71388421,Movie 452,[]
166748531,244951604,25.37817194,172,3.259021745,Movie 453,"[{'id': 12, 'name': 'Adventure'}]"
34266319,56706212,42.93124368,159,4.857604471,Movie 454,"[{'id': 878, 'name': 'Science Fiction'}]"
165720908,493677782,79.5634948,107,4.920660846,Movie 455,"[{'id': 878, 'name': 'Science Fiction'}]"
138597297,405656948,4.146069951,127,8.030117424,Movie 456,"[{'id': 27, 'name': 'Horror'}]"
71009467,202788017,78.42302616,117,6.925379868,Movie 457,"[{'id': 53, 'name': 'Thriller'}]"
117372585,288690395,24.76700331,110,4.652579422,Movie 458,"[{'id': 878, 'name': 'Science Fiction'}]"
45910237,63682245,15.28661087,93,8.806439728,Movie 459,"[{'id': 16, 'name': 'Animation'}]"
177383634,271455022,12.4544305,176,4.929250994,Movie 460,"[{'id': 12, 'name': 'Adventure'}]"
195073232,365575061,3.697751183,152,8.989404155,Movie 461,[]
103310007,266161304,52.83506204,170,8.976982159,Movie 462,"[{'id': 10749, 'name': 'Romance'}]"
90473854,60778713,22.6077274,167,4.147263106,Movie 463,"[{'id': 35, 'name': 'Comedy'}]"
7319707,11424175,98.95374481,156,4.876446697,Movie 464,"[{'id': 12, 'name': 'Adventure'}]"
69532150,49127534,57.86923883,169,5.916265191,Movie 465,"[{'id': 10749, 'name': 'Romance'}]"
4695961,8390010,14.65064167,108,6.984604027,Movie 466,"[{'id': 878, 'name': 'Science Fiction'}]"
109880612,301869737,69.18749154,130,6.168284694,Movie 467,"[{'id': 53, 'name': 'Thriller'}]"
109011636,267755722,89.87661308,128,8.816648815,Movie 468,"[{'id': 12, 'name': 'Adventure'}]"
79911293,85473601,74.77277004,122,7.343934985,Movie 469,"[{'id': 10749, 'name': 'Romance'}]"
101846358,299425962,8.567546243,171,4.272269096,Movie 470,"[{'id': 28, 'name': 'Action'}]"
37396424,81089508,89.69253394,171,3.630585301,Movie 471,"[{'id': 53, 'name': 'Thriller'}]"
5294539,2785294,79.5990092,151,7.130407744,Movie 472,"[{'id': 27, 'name': 'Horror'}]"
146826804,167167266,16.67208611,166,3.950714641,Movie 473,"[{'id': 28, 'name': 'Action'}]"
173716665,200083944,6.126802985,172,7.726061042,Movie 474,"[{'id': 35, 'name': 'Comedy'}]"
136021056,91560637,56.17374696,84,4.866220004,Movie 475,[]
21840174,63327032,16.44754532,121,4.961359578,Movie 476,"[{'id': 878, 'name': 'Science Fiction'}]"
2043233,3464584,83.62450431,86,3.064790354,Movie 477,"[{'id': 28, 'name': 'Action'}]"
135747253,371884553,36.47513101,121,7.206067603,Movie 478,"[{'id': 35, 'name': 'Comedy'}]"
117376111,153239062,91.37635203,115,3.679618518,Movie 479,"[{'id': 53, 'name': 'Thriller'}]"
152171559,123728248,57.00312904,106,7.637283465,Movie 480,"[{'id': 53, 'name': 'Thriller'}]"
129565108,218426077,19.08456604,137,5.951206932,Movie 481,"[{'id': 12, 'name': 'Adventure'}]"
57996736,45521150,14.82028787,125,7.70567889,Movie 482,"[{'id': 16, 'name': 'Animation'}]"
75583311,129628307,58.07077132,145,6.503559235,Movie 483,"[{'id': 35, 'name': 'Comedy'}]"
72709884,203641695,76.42647757,104,3.494599632,Movie 484,"[{'id': 12, 'name': 'Adventure'}]"
138917119,250317584,78.36905913,152,7.59391402,Movie 485,"[{'id': 878, 'name': 'Science Fiction'}]"
183704988,374987681,28.29998304,106,3.418796909,Movie 486,[]
192555830,171682025,21.22042913,80,5.872210323,Movie 487,"[{'id': 53, 'name': 'Thriller'}]"
16192217,9866550,2.658874145,166,4.034095285,Movie 488,"[{'id': 16, 'name': 'Animation'}]"
187713743,145857314,68.24071597,153,7.514011068,Movie 489,"[{'id': 28, 'name': 'Action'}]"
145510386,290486594,8.580257585,121,8.469547367,Movie 490,"[{'id': 878, 'name': 'Science Fiction'}]"
34698788,25591371,42.65535897,131,6.32475698,Movie 491,"[{'id': 18, 'name': 'Drama'}]"
62819576,90459072,60.56653424,104,6.162883766,Movie 492,"[{'id': 35, 'name': 'Comedy'}]"
127184732,238500606,93.77378555,133,7.583779178,Movie 493,[]
126838555,186659675,31.86841156,146,3.030472878,Movie 494,"[{'id': 878, 'name': 'Science Fiction'}]"
198579844,180550681,25.72744408,85,8.506551856,Movie 495,"[{'id': 35, 'name': 'Comedy'}]"
136965742,162232944,65.76185527,137,4.184692903,Movie 496,"[{'id': 12, 'name': 'Adventure'}]"
175928880,496259099,62.30466417,149,8.904713303,Movie 497,"[{'id': 28, 'name': 'Action'}]"
185514285,406268063,33.87886855,132,7.417523688,Movie 498,"[{'id': 27, 'name': 'Horror'}]"
181433853,315716603,92.88208172,145,7.645506886,Movie 499,"[{'id': 10749, 'name': 'Romance'}]"
70397491,37436486,84.64137042,137,6.937217882,Movie 500,"[{'id': 10749, 'name': 'Romance'}]"
158512907,472533078,23.17427204,161,5.829979097,Movie 501,"[{'id': 27, 'name': 'Horror'}]"
74706383,162758115,24.675112,166,6.42976616,Movie 502,"[{'id': 53, 'name': 'Thriller'}]"
152759065,197411485,51.71773434,81,3.278417316,Movie 503,"[{'id': 878, 'name': 'Science Fiction'}]"
58399769,157572601,77.58363807,155,6.743757057,Movie 504,"[{'id': 27, 'name': 'Horror'}]"
155497574,178212512,5.359997559,101,6.756588612,Movie 505,"[{'id': 878, 'name': 'Science Fiction'}]"
146188451,271916578,69.64018022,116,8.347204784,Movie 506,"[{'id': 27, 'name': 'Horror'}]"
117710653,246036088,65.17535384,99,6.033938145,Movie 507,"[{'id': 27, 'name': 'Horror'}]"
107402148,113057776,23.9165295,103,3.462866245,Movie 508,"[{'id': 12, 'name': 'Adventure'}]"
101952086,300350151,68.45394831,163,4.837175523,Movie 509,"[{'id': 12, 'name': 'Adventure'}]"
51018037,120937224,94.07813593,144,6.933776473,Movie 510,"[{'id': 28, 'name': 'Action'}]"
44351876,84026095,5.631798652,144,4.435553177,Movie 511,[]
51166883,48684598,32.64555347,160,4.683166931,Movie 512,"[{'id': 53, 'name': 'Thriller'}]"
195579233,124123483,44.37949495,80,7.922814098,Movie 513,"[{'id': 27, 'name': 'Horror'}]"
47787763,62131240,90.02677553,173,6.505918391,Movie 514,"[{'id': 35, 'name': 'Comedy'}]"
66732489,159021408,96.26388321,82,6.051164591,Movie 515,"[{'id': 12, 'name': 'Adventure'}]"
4693305,5506787,44.9674094,125,4.910711801,Movie 516,"[{'id': 16, 'name': 'Animation'}]"
14470137,26753699,75.2528128,134,7.385568216,Movie 517,"[{'id': 18, 'name': 'Drama'}]"
5466271,12681026,53.63444135,154,4.726310607,Movie 518,[]
189934912,146223155,54.24051054,167,7.422381106,Movie 519,"[{'id': 35, 'name': 'Comedy'}]"
170124855,376527991,28.53185199,165,3.420608882,Movie 520,"[{'id': 53, 'name': 'Thriller'}]"
145713028,106323477,22.47866834,143,8.187248049,Movie 521,"[{'id': 18, 'name': 'Drama'}]"
163927107,477490869,29.51252925,124,5.99739878,Movie 522,"[{'id': 18, 'name': 'Drama'}]"
35654999,61361730,56.07647272,105,5.6310481,Movie 523,"[{'id': 27, 'name': 'Horror'}]"
28451727,24943352,3.886363416,156,6.666140469,Movie 524,"[{'id': 878, 'name': 'Science Fiction'}]"
75815222,102802339,90.81764549,144,6.745152437,Movie 525,"[{'id': 878, 'name': 'Science Fiction'}]"
29997889,46002996,16.47208725,103,3.792211061,Movie 526,"[{'id': 53, 'name': 'Thriller'}]"
114865200,275155282,22.78877901,153,7.537401539,Movie 527,[]
100967871,238138727,52.30934147,114,4.655569788,Movie 528,[]
49978079,101448066,71.30136187,103,8.429771281,Movie 529,"[{'id': 18, 'name': 'Drama'}]"
12726298,9733413,10.47717642,107,7.90710398,Movie 530,"[{'id': 27, 'name': 'Horror'}]"
56723671,49855763,32.45177506,179,5.077596249,Movie 531,[]
57564401,42274852,96.89878595,159,7.846435759,Movie 532,"[{'id': 16, 'name': 'Animation'}]"
47673570,92626502,26.97195371,95,5.138342996,Movie 533,"[{'id': 35, 'name': 'Comedy'}]"
79547323,214208698,31.99196436,138,3.60568609,Movie 534,"[{'id': 10749, 'name': 'Romance'}]"
16033888,25405716,83.81335057,160,8.771329432,Movie 535,"[{'id': 878, 'name': 'Science Fiction'}]"
90132960,81310785,5.971228737,133,6.915612091,Movie 536,[]
196922610,373189182,46.99670371,158,5.73659716,Movie 537,"[{'id': 28, 'name': 'Action'}]"
35958762,90953392,38.58205968,95,5.386640109,Movie 538,"[{'id': 28, 'name': 'Action'}]"
18028708,42444629,32.34208923,94,4.948232006,Movie 539,"[{'id': 878, 'name': 'Science Fiction'}]"
5035851,13615062,29.28425981,177,8.888685573,Movie 540,"[{'id': 28, 'name': 'Action'}]"
48685442,58167187,10.04603638,90,3.808483591,Movie 541,"[{'id': 12, 'name': 'Adventure'}]"
35045504,34515779,32.16775711,144,4.888830354,Movie 542,"[{'id': 12, 'name': 'Adventure'}]"
102750176,277378334,5.262187869,158,5.912985842,Movie 543,"[{'id': 28, 'name': 'Action'}]"
114751207,246015202,78.3154225,169,5.86799727,Movie 544,"[{'id': 12, 'name': 'Adventure'}]"
131355017,167782695,40.4245516,147,5.828198906,Movie 545,"[{'id': 12, 'name': 'Adventure'}]"
83396202,196470620,44.9464794,122,4.054702895,Movie 546,"[{'id': 878, 'name': 'Science Fiction'}]"
36610155,92909103,89.46586406,148,3.869595163,Movie 547,"[{'id': 12, 'name': 'Adventure'}]"
103912284,211715625,66.1474434,178,4.528605518,Movie 548,"[{'id': 16, 'name': 'Animation'}]"
30469068,67632503,1.797851231,92,8.487156923,Movie 549,"[{'id': 878, 'name': 'Science Fiction'}]"
117346891,168762403,94.37430747,89,3.678317807,Movie 550,"[{'id': 28, 'name': 'Action'}]"
165402782,305455796,24.47730213,154,7.54455062,Movie 551,"[{'id': 10749, 'name': 'Romance'}]"
10702701,19376147,11.65380429,161,7.545290359,Movie 552,"[{'id': 53, 'name': 'Thriller'}]"
79262145,207676289,77.04468966,177,7.858622423,Movie 553,"[{'id': 28, 'name': 'Action'}]"
168345404,437682891,50.54725427,120,8.319692934,Movie 554,"[{'id': 27, 'name': 'Horror'}]"
138193970,356775534,43.94328604,129,4.578217065,Movie 555,"[{'id': 28, 'name': 'Action'}]"
104312086,55032869,25.70080489,166,4.347356816,Movie 556,"[{'id': 53, 'name': 'Thriller'}]"
38317456,90960418,55.1996775,150,5.793033999,Movie 557,"[{'id': 28, 'name': 'Action'}]"
132952729,318646605,28.16407592,138,4.590535013,Movie 558,"[{'id': 10749, 'name': 'Romance'}]"
28812615,63270977,90.25671752,118,7.405859934,Movie 559,"[{'id': 16, 'name': 'Animation'}]"
